,name,count,func
719,banuitt,58,int.__add__
720,chasegalloway,58,object.__init__
721,scottmas,58,object.__init__
722,jm16,58,int.__eq__
723,TheAgency,58,sqlalchemy.orm.session.Session.__enter__
724,TheAgency,58,sqlalchemy.orm.session.sessionmaker.__call__
725,a-cires,58,int.__eq__
726,neitheroption,58,object.__init__
727,enachb,58,int.__eq__
728,markcam1,58,str.join
729,markcam1,58,int.__eq__
730,jackcusick95,58,object.__init__
731,osGPT,58,object.__init__
732,martinpeng,58,object.__init__
733,aorwall,58,list.__contains__
734,aorwall,58,logging.Logger.debug
735,elmcrest,58,int.__eq__
736,ishangirdhar,58,object.__init__
737,Freek-ZIGZAG,58,object.__init__
738,JadeCong,58,object.__init__
739,blazzbyte,58,object.__init__
740,jackyluo-learning,58,object.__init__
741,AutoGPTOfficial,58,object.__init__
742,georgehaws,58,int.__eq__
743,gordonwilliamsburg,58,int.__eq__
744,ghjk0498,58,int.__add__
745,Matlan1,58,object.__init__
746,b2ktortechnik,58,object.__init__
747,Iyfo,57,str.join
748,ido777,57,str.join
749,alex-dna-tech,57,str.join
750,0713e,57,str.join
751,Calebslc,57,str.join
752,kwassali,57,str.join
753,Auto-GPT,57,str.join
754,aaron13100,57,str.join
755,hooking-software,56,str.join
756,AcrearHub,56,list.__getitem__
757,bary12,56,list.__getitem__
758,Metameg,56,list.__getitem__
759,analysis,56,int.__ne__
760,analysis,56,str.__contains__
761,clusterfudge,56,str.join
762,greyun,56,list.__getitem__
763,Asimov,56,int.__add__
764,martinpeng,56,list.__getitem__
765,ijuubs,56,io.TextIOWrapper.__enter__
766,MasonBoomPersonalAssistant,56,list.__contains__
767,elmcrest,56,int.__add__
768,MasonBoom,56,list.__contains__
769,ishangirdhar,56,list.__getitem__
770,Auto-GPT,56,object.__init__
771,b2ktortechnik,56,list.__getitem__
772,Gasiorrr,55,int.__add__
773,JGuiraud,55,int.__add__
774,isayahc,55,int.__add__
775,dtakahas,55,int.__add__
776,HawkClaws,55,object.__init__
777,CollectionOfAtoms,55,object.__init__
778,micahnz,55,object.__init__
779,ScottGPT,55,int.__add__
780,kabbo25,55,object.__init__
781,Tonic-AI,55,int.__eq__
782,HMDCrew,55,object.__init__
783,mahmudremal,55,int.__add__
784,harishafeez1,55,object.__init__
785,chasegalloway,55,int.__add__
786,scottmas,55,int.__add__
787,ahmedmiamer,55,object.__init__
788,elder-plinius,55,object.__repr__
789,yodatech1988,55,object.__init__
790,eugenxs,55,object.__init__
791,aplomb2,55,object.__init__
792,neitheroption,55,int.__add__
793,Asimov,55,object.__repr__
794,jackcusick95,55,int.__add__
795,osGPT,55,int.__add__
796,DedicatedDev,55,object.__init__
797,FritzGPT,55,object.__init__
798,ijuubs,55,str.__eq__
799,aorwall,55,list.append
800,Swarms-Of-Sparta,55,object.__init__
801,mljar-agent,55,object.__init__
802,hackgoofer,55,object.__init__
803,Crock-nic,55,object.__init__
804,Freek-ZIGZAG,55,int.__add__
805,NaixingWang,55,object.__init__
806,JadeCong,55,int.__add__
807,darkanubis0100,55,object.__init__
808,blazzbyte,55,int.__add__
809,jackyluo-learning,55,int.__add__
810,kuraldijital,55,object.__init__
811,AutoGPTOfficial,55,int.__add__
812,joslangarica,55,object.__init__
813,Agora-X,55,object.__init__
814,merwanehamadi,55,object.__init__
815,pplonski,55,object.__init__
816,Matlan1,55,int.__add__
817,Bentlybro,55,object.__init__
818,leehua03f3,55,object.__init__
819,Gasiorrr,54,object.__repr__
820,JGuiraud,54,object.__repr__
821,isayahc,54,object.__repr__
822,dtakahas,54,object.__repr__
823,hooking-software,54,object.__init__
824,taylor-ennen,54,int.__add__
825,taylor-ennen,54,object.__repr__
826,HawkClaws,54,int.__add__
827,CollectionOfAtoms,54,int.__add__
828,Iyfo,54,object.__init__
829,analysis,54,sqlalchemy.orm.session.Session.commit
830,micahnz,54,int.__add__
831,clusterfudge,54,object.__init__
832,ScottGPT,54,object.__repr__
833,kabbo25,54,int.__add__
834,HMDCrew,54,int.__add__
835,hamicek,54,int.__add__
836,AutoGPT-trading,54,int.__add__
837,fpingham,54,int.__add__
838,fpingham,54,object.__repr__
839,vikyw89,54,str.join
840,vikyw89,54,int.__eq__
841,mahmudremal,54,object.__repr__
842,ido777,54,object.__init__
843,harishafeez1,54,int.__add__
844,Jarvis,54,str.join
845,Jarvis,54,int.__eq__
846,banuitt,54,list.__contains__
847,chasegalloway,54,object.__repr__
848,scottmas,54,object.__repr__
849,jm16,54,int.__add__
850,ahmedmiamer,54,int.__add__
851,elder-plinius,54,int.__add__
852,a-cires,54,int.__add__
853,yodatech1988,54,int.__add__
854,eugenxs,54,int.__add__
855,aplomb2,54,int.__add__
856,alex-dna-tech,54,object.__init__
857,neitheroption,54,object.__repr__
858,enachb,54,int.__add__
859,jackcusick95,54,object.__repr__
860,datasci888,54,int.__add__
861,osGPT,54,object.__repr__
862,DedicatedDev,54,int.__add__
863,FritzGPT,54,int.__add__
864,MasonBoomPersonalAssistant,54,int.__add__
865,0713e,54,object.__init__
866,Swarms-Of-Sparta,54,int.__add__
867,mljar-agent,54,int.__add__
868,Calebslc,54,object.__init__
869,MasonBoom,54,int.__add__
870,jmikedupont2,54,str.join
871,jmikedupont2,54,int.__eq__
872,hackgoofer,54,int.__add__
873,Crock-nic,54,int.__add__
874,Freek-ZIGZAG,54,object.__repr__
875,NaixingWang,54,int.__add__
876,JadeCong,54,object.__repr__
877,darkanubis0100,54,int.__add__
878,jankomisarczyk,54,str.join
879,jankomisarczyk,54,int.__eq__
880,blazzbyte,54,object.__repr__
881,jackyluo-learning,54,object.__repr__
882,kuraldijital,54,int.__add__
883,AutoGPTOfficial,54,object.__repr__
884,georgehaws,54,int.__add__
885,georgehaws,54,object.__repr__
886,kwassali,54,object.__init__
887,joslangarica,54,int.__add__
888,gordonwilliamsburg,54,int.__add__
889,Agora-X,54,int.__add__
890,merwanehamadi,54,int.__add__
891,aaron13100,54,object.__init__
892,pplonski,54,int.__add__
893,Matlan1,54,object.__repr__
894,Bentlybro,54,int.__add__
895,leehua03f3,54,int.__add__
896,Gasiorrr,53,int.__eq__
897,JGuiraud,53,int.__eq__
898,isayahc,53,int.__eq__
899,dtakahas,53,int.__eq__
900,taylor-ennen,53,list.__contains__
901,HawkClaws,53,int.__eq__
902,CollectionOfAtoms,53,int.__eq__
903,Iyfo,53,int.__eq__
904,Iyfo,53,int.__add__
905,analysis,53,BaseException.__str__
906,analysis,53,tuple.__getitem__
907,analysis,53,pyre-check.client.language_server.protocol.LspPosition.__init__
908,micahnz,53,int.__eq__
909,clusterfudge,53,int.__eq__
910,ScottGPT,53,int.__eq__
911,CryptoFewka,53,list.__contains__
912,CryptoFewka,53,int.__add__
913,CryptoFewka,53,object.__repr__
914,kabbo25,53,int.__eq__
915,Tonic-AI,53,list.__contains__
916,Tonic-AI,53,logging.Logger.debug
917,HMDCrew,53,int.__eq__
918,hamicek,53,list.__contains__
919,hamicek,53,object.__repr__
920,AutoGPT-trading,53,list.__contains__
921,AutoGPT-trading,53,object.__repr__
922,mahmudremal,53,int.__eq__
923,ido777,53,int.__eq__
924,ido777,53,int.__add__
925,harishafeez1,53,int.__eq__
926,chasegalloway,53,int.__eq__
927,scottmas,53,int.__eq__
928,jm16,53,list.__contains__
929,jm16,53,object.__repr__
930,ahmedmiamer,53,int.__eq__
931,elder-plinius,53,list.__contains__
932,a-cires,53,list.__contains__
933,a-cires,53,object.__repr__
934,yodatech1988,53,int.__eq__
935,eugenxs,53,int.__eq__
936,aplomb2,53,int.__eq__
937,alex-dna-tech,53,int.__eq__
938,alex-dna-tech,53,int.__add__
939,neitheroption,53,int.__eq__
940,Asimov,53,list.__contains__
941,enachb,53,list.__contains__
942,enachb,53,object.__repr__
943,markcam1,53,list.__contains__
944,markcam1,53,int.__add__
945,markcam1,53,object.__repr__
946,jackcusick95,53,int.__eq__
947,datasci888,53,list.__contains__
948,datasci888,53,object.__repr__
949,osGPT,53,int.__eq__
950,DedicatedDev,53,int.__eq__
951,FritzGPT,53,int.__eq__
952,MasonBoomPersonalAssistant,53,int.__sub__
953,0713e,53,int.__eq__
954,0713e,53,int.__add__
955,Swarms-Of-Sparta,53,int.__eq__
956,mljar-agent,53,int.__eq__
957,elmcrest,53,list.__contains__
958,elmcrest,53,logging.Logger.debug
959,Calebslc,53,int.__eq__
960,Calebslc,53,int.__add__
961,MasonBoom,53,int.__sub__
962,hackgoofer,53,int.__eq__
963,Crock-nic,53,int.__eq__
964,Freek-ZIGZAG,53,int.__eq__
965,NaixingWang,53,int.__eq__
966,lebsral,53,str.join
967,loveyoumaxin,53,str.__eq__
968,JadeCong,53,int.__eq__
969,darkanubis0100,53,int.__eq__
970,blazzbyte,53,int.__eq__
971,jackyluo-learning,53,int.__eq__
972,kuraldijital,53,int.__eq__
973,AutoGPTOfficial,53,int.__eq__
974,georgehaws,53,list.__contains__
975,kwassali,53,int.__eq__
976,kwassali,53,int.__add__
977,joslangarica,53,int.__eq__
978,gordonwilliamsburg,53,list.__contains__
979,gordonwilliamsburg,53,object.__repr__
980,Agora-X,53,int.__eq__
981,merwanehamadi,53,int.__eq__
982,ghjk0498,53,int.__sub__
983,ghjk0498,53,list.__contains__
984,ghjk0498,53,logging.Logger.debug
985,Auto-GPT,53,int.__add__
986,aaron13100,53,int.__eq__
987,aaron13100,53,int.__add__
988,pplonski,53,int.__eq__
989,Matlan1,53,int.__eq__
990,Bentlybro,53,int.__eq__
991,leehua03f3,53,int.__eq__
992,hooking-software,52,int.__eq__
993,hooking-software,52,int.__add__
994,analysis,52,bytes.decode
995,analysis,52,set.add
996,clusterfudge,52,int.__add__
997,fpingham,52,list.__contains__
998,banuitt,52,str.join
999,MasonBoomPersonalAssistant,52,str.split
1000,MasonBoom,52,str.split
1001,lebsral,52,int.__eq__
1002,loveyoumaxin,52,autogpt.singleton.Singleton.__call__
1003,707500190,52,autogpt.singleton.Singleton.__call__
1004,analysis,51,set.__contains__
1005,analysis,51,str.__ne__
1006,analysis,51,sqlalchemy.orm.query.Query.filter
1007,banuitt,51,int.__eq__
1008,SuperAGI,51,unittest.case.TestCase.assertEqual
1009,MasonBoomPersonalAssistant,51,slice.__init__
1010,MasonBoomPersonalAssistant,51,logging.Logger.error
1011,MasonBoom,51,slice.__init__
1012,MasonBoom,51,logging.Logger.error
1013,Auto-GPT,51,int.__eq__
1014,Gasiorrr,50,list.__contains__
1015,JGuiraud,50,list.__contains__
1016,isayahc,50,list.__contains__
1017,dtakahas,50,list.__contains__
1018,taylor-ennen,50,int.__sub__
1019,AcrearHub,50,list.__contains__
1020,AcrearHub,50,object.__repr__
1021,bary12,50,list.__contains__
1022,bary12,50,object.__repr__
1023,Metameg,50,list.__contains__
1024,Metameg,50,object.__repr__
1025,HawkClaws,50,list.__contains__
1026,CollectionOfAtoms,50,list.__contains__
1027,Iyfo,50,list.__contains__
1028,analysis,50,sqlalchemy.orm.session.Session.query
1029,micahnz,50,list.__contains__
1030,ScottGPT,50,list.__contains__
1031,CryptoFewka,50,dict.items
1032,CryptoFewka,50,dict.get
1033,kabbo25,50,list.__contains__
1034,HMDCrew,50,list.__contains__
1035,hamicek,50,int.__sub__
1036,AutoGPT-trading,50,int.__sub__
1037,fpingham,50,int.__sub__
1038,vikyw89,50,int.__sub__
1039,996800651,50,int.__eq__
1040,996800651,50,list.__contains__
1041,mahmudremal,50,list.__contains__
1042,ido777,50,list.__contains__
1043,greyun,50,list.__contains__
1044,greyun,50,object.__repr__
1045,harishafeez1,50,list.__contains__
1046,Jarvis,50,int.__sub__
1047,chasegalloway,50,list.__contains__
1048,scottmas,50,list.__contains__
1049,jm16,50,int.__sub__
1050,ahmedmiamer,50,list.__contains__
1051,TheAgency,50,pathlib.Path.__new__
1052,elder-plinius,50,int.__sub__
1053,a-cires,50,int.__sub__
1054,yodatech1988,50,list.__contains__
1055,eugenxs,50,list.__contains__
1056,aplomb2,50,list.__contains__
1057,alex-dna-tech,50,list.__contains__
1058,neitheroption,50,list.__contains__
1059,Asimov,50,int.__sub__
1060,enachb,50,int.__sub__
1061,markcam1,50,dict.items
1062,markcam1,50,dict.get
1063,jackcusick95,50,list.__contains__
1064,datasci888,50,int.__sub__
1065,osGPT,50,list.__contains__
1066,DedicatedDev,50,list.__contains__
1067,DedicatedDev,50,object.__repr__
1068,martinpeng,50,list.__contains__
1069,martinpeng,50,object.__repr__
1070,FritzGPT,50,list.__contains__
1071,MasonBoomPersonalAssistant,50,dict.items
1072,aorwall,50,int.__sub__
1073,0713e,50,list.__contains__
1074,Swarms-Of-Sparta,50,list.__contains__
1075,mljar-agent,50,list.__contains__
1076,elmcrest,50,int.__sub__
1077,Calebslc,50,list.__contains__
1078,MasonBoom,50,dict.items
1079,jmikedupont2,50,int.__sub__
1080,hackgoofer,50,list.__contains__
1081,ishangirdhar,50,list.__contains__
1082,ishangirdhar,50,object.__repr__
1083,Crock-nic,50,list.__contains__
1084,Freek-ZIGZAG,50,list.__contains__
1085,NaixingWang,50,list.__contains__
1086,lebsral,50,int.__sub__
1087,JadeCong,50,list.__contains__
1088,darkanubis0100,50,list.__contains__
1089,jankomisarczyk,50,int.__sub__
1090,blazzbyte,50,list.__contains__
1091,jackyluo-learning,50,list.__contains__
1092,kuraldijital,50,list.__contains__
1093,AutoGPTOfficial,50,list.__contains__
1094,georgehaws,50,int.__sub__
1095,kwassali,50,list.__contains__
1096,joslangarica,50,list.__contains__
1097,gordonwilliamsburg,50,int.__sub__
1098,Agora-X,50,list.__contains__
1099,merwanehamadi,50,list.__contains__
1100,Auto-GPT,50,list.__contains__
1101,aaron13100,50,list.__contains__
1102,pplonski,50,list.__contains__
1103,Matlan1,50,list.__contains__
1104,b2ktortechnik,50,list.__contains__
1105,b2ktortechnik,50,object.__repr__
1106,Bentlybro,50,list.__contains__
1107,leehua03f3,50,list.__contains__
1108,hooking-software,49,dict.items
1109,hooking-software,49,list.__contains__
1110,hooking-software,49,dict.get
1111,taylor-ennen,49,dict.items
1112,AcrearHub,49,int.__eq__
1113,bary12,49,int.__eq__
1114,Metameg,49,int.__eq__
1115,HawkClaws,49,object.__repr__
1116,Iyfo,49,dict.items
1117,Iyfo,49,dict.get
1118,analysis,49,dict.keys
1119,clusterfudge,49,dict.items
1120,clusterfudge,49,list.__contains__
1121,clusterfudge,49,dict.get
1122,CryptoFewka,49,int.__sub__
1123,HMDCrew,49,object.__repr__
1124,hamicek,49,dict.items
1125,AutoGPT-trading,49,dict.items
1126,fpingham,49,dict.items
1127,vikyw89,49,list.__contains__
1128,996800651,49,int.__sub__
1129,ido777,49,dict.items
1130,ido777,49,dict.get
1131,greyun,49,int.__eq__
1132,harishafeez1,49,object.__repr__
1133,Jarvis,49,list.__contains__
1134,banuitt,49,int.__sub__
1135,jm16,49,dict.items
1136,TheAgency,49,str.__eq__
1137,elder-plinius,49,dict.items
1138,a-cires,49,dict.items
1139,eugenxs,49,object.__repr__
1140,alex-dna-tech,49,dict.items
1141,alex-dna-tech,49,dict.get
1142,Asimov,49,dict.items
1143,enachb,49,dict.items
1144,markcam1,49,int.__sub__
1145,datasci888,49,dict.items
1146,martinpeng,49,int.__eq__
1147,FritzGPT,49,object.__repr__
1148,MasonBoomPersonalAssistant,49,dict.get
1149,aorwall,49,dict.items
1150,0713e,49,dict.items
1151,0713e,49,dict.get
1152,elmcrest,49,dict.items
1153,Calebslc,49,dict.items
1154,Calebslc,49,dict.get
1155,MasonBoom,49,dict.get
1156,jmikedupont2,49,list.__contains__
1157,hackgoofer,49,object.__repr__
1158,ishangirdhar,49,int.__eq__
1159,Crock-nic,49,object.__repr__
1160,lebsral,49,list.__contains__
1161,lebsral,49,object.__repr__
1162,darkanubis0100,49,object.__repr__
1163,jankomisarczyk,49,list.__contains__
1164,kuraldijital,49,object.__repr__
1165,georgehaws,49,dict.items
1166,kwassali,49,dict.items
1167,kwassali,49,dict.get
1168,gordonwilliamsburg,49,dict.items
1169,ghjk0498,49,dict.items
1170,ghjk0498,49,list.append
1171,aaron13100,49,dict.items
1172,aaron13100,49,dict.get
1173,b2ktortechnik,49,int.__eq__
1174,Bentlybro,49,object.__repr__
1175,Gasiorrr,48,dict.items
1176,JGuiraud,48,dict.items
1177,isayahc,48,dict.items
1178,dtakahas,48,dict.items
1179,hooking-software,48,object.__repr__
1180,taylor-ennen,48,dict.get
1181,HawkClaws,48,dict.items
1182,CollectionOfAtoms,48,dict.items
1183,CollectionOfAtoms,48,object.__repr__
1184,Iyfo,48,object.__repr__
1185,micahnz,48,dict.items
1186,micahnz,48,object.__repr__
1187,clusterfudge,48,object.__repr__
1188,ScottGPT,48,dict.items
1189,kabbo25,48,dict.items
1190,kabbo25,48,object.__repr__
1191,HMDCrew,48,dict.items
1192,hamicek,48,dict.get
1193,AutoGPT-trading,48,dict.get
1194,fpingham,48,dict.get
1195,vikyw89,48,dict.get
1196,vikyw89,48,object.__repr__
1197,996800651,48,str.join
1198,mahmudremal,48,dict.items
1199,ido777,48,object.__repr__
1200,harishafeez1,48,dict.items
1201,Jarvis,48,dict.get
1202,Jarvis,48,object.__repr__
1203,banuitt,48,list.append
1204,banuitt,48,dict.get
1205,chasegalloway,48,dict.items
1206,scottmas,48,dict.items
1207,jm16,48,dict.get
1208,ahmedmiamer,48,dict.items
1209,ahmedmiamer,48,object.__repr__
1210,TheAgency,48,dict.items
1211,TheAgency,48,int.__sub__
1212,reyug9,48,str.__eq__
1213,reyug9,48,dict.__getitem__
1214,elder-plinius,48,dict.get
1215,a-cires,48,dict.get
1216,yodatech1988,48,dict.items
1217,yodatech1988,48,object.__repr__
1218,eugenxs,48,dict.items
1219,aplomb2,48,dict.items
1220,aplomb2,48,object.__repr__
1221,alex-dna-tech,48,object.__repr__
1222,neitheroption,48,dict.items
1223,Asimov,48,dict.get
1224,enachb,48,dict.get
1225,jackcusick95,48,dict.items
1226,datasci888,48,dict.get
1227,SuperAGI,48,object.__repr__
1228,osGPT,48,dict.items
1229,DedicatedDev,48,dict.items
1230,FritzGPT,48,dict.items
1231,aorwall,48,dict.get
1232,aorwall,48,slice.__init__
1233,0713e,48,object.__repr__
1234,Swarms-Of-Sparta,48,dict.items
1235,Swarms-Of-Sparta,48,object.__repr__
1236,mljar-agent,48,dict.items
1237,mljar-agent,48,object.__repr__
1238,elmcrest,48,dict.get
1239,Calebslc,48,object.__repr__
1240,jmikedupont2,48,dict.get
1241,jmikedupont2,48,object.__repr__
1242,hackgoofer,48,dict.items
1243,Crock-nic,48,dict.items
1244,Freek-ZIGZAG,48,dict.items
1245,NaixingWang,48,dict.items
1246,NaixingWang,48,object.__repr__
1247,cnacha-mfu,48,int.__add__
1248,lebsral,48,dict.get
1249,JadeCong,48,dict.items
1250,darkanubis0100,48,dict.items
1251,jankomisarczyk,48,dict.get
1252,jankomisarczyk,48,object.__repr__
1253,blazzbyte,48,dict.items
1254,jackyluo-learning,48,dict.items
1255,kuraldijital,48,dict.items
1256,AutoGPTOfficial,48,dict.items
1257,georgehaws,48,dict.get
1258,kwassali,48,object.__repr__
1259,joslangarica,48,dict.items
1260,joslangarica,48,object.__repr__
1261,gordonwilliamsburg,48,dict.get
1262,Agora-X,48,dict.items
1263,Agora-X,48,object.__repr__
1264,merwanehamadi,48,dict.items
1265,merwanehamadi,48,object.__repr__
1266,ghjk0498,48,dict.get
1267,Auto-GPT,48,object.__repr__
1268,aaron13100,48,object.__repr__
1269,pplonski,48,dict.items
1270,pplonski,48,object.__repr__
1271,Matlan1,48,dict.items
1272,Bentlybro,48,dict.items
1273,leehua03f3,48,dict.items
1274,leehua03f3,48,object.__repr__
1275,Gasiorrr,47,int.__sub__
1276,Gasiorrr,47,dict.get
1277,JGuiraud,47,int.__sub__
1278,JGuiraud,47,dict.get
1279,isayahc,47,int.__sub__
1280,isayahc,47,dict.get
1281,lollms,47,pathlib.PurePath.__truediv__
1282,lollms,47,int.__new__
1283,dtakahas,47,int.__sub__
1284,dtakahas,47,dict.get
1285,HawkClaws,47,int.__sub__
1286,HawkClaws,47,dict.get
1287,CollectionOfAtoms,47,int.__sub__
1288,CollectionOfAtoms,47,dict.get
1289,analysis,47,pyre-check.client.language_server.connections.AsyncTextWriter.__init__
1290,micahnz,47,int.__sub__
1291,micahnz,47,dict.get
1292,ScottGPT,47,int.__sub__
1293,ScottGPT,47,dict.get
1294,kabbo25,47,int.__sub__
1295,kabbo25,47,dict.get
1296,Tonic-AI,47,str.__eq__
1297,HMDCrew,47,int.__sub__
1298,HMDCrew,47,dict.get
1299,mahmudremal,47,int.__sub__
1300,mahmudremal,47,dict.get
1301,harishafeez1,47,int.__sub__
1302,harishafeez1,47,dict.get
1303,chasegalloway,47,int.__sub__
1304,chasegalloway,47,dict.get
1305,scottmas,47,int.__sub__
1306,scottmas,47,dict.get
1307,ahmedmiamer,47,int.__sub__
1308,ahmedmiamer,47,dict.get
1309,yodatech1988,47,int.__sub__
1310,yodatech1988,47,dict.get
1311,eugenxs,47,int.__sub__
1312,eugenxs,47,dict.get
1313,aplomb2,47,int.__sub__
1314,aplomb2,47,dict.get
1315,neitheroption,47,int.__sub__
1316,neitheroption,47,dict.get
1317,jackcusick95,47,int.__sub__
1318,jackcusick95,47,dict.get
1319,osGPT,47,int.__sub__
1320,osGPT,47,dict.get
1321,DedicatedDev,47,int.__sub__
1322,DedicatedDev,47,dict.get
1323,FritzGPT,47,int.__sub__
1324,FritzGPT,47,dict.get
1325,MasonBoomPersonalAssistant,47,list.append
1326,Swarms-Of-Sparta,47,int.__sub__
1327,Swarms-Of-Sparta,47,dict.get
