
mdupont@mdupont-G470:~/experiments/ai-ticket$ sudo docker-compose up
Creating ai-ticket_jarvis_1 ... 
Creating ai-ticket_auto-gpt-aj_1 ... 
Creating ai-ticket_the_agency_4_1 ... 
Starting ai-ticket_act_base_1     ... 
Creating ai-ticket_scott-gpt_1    ... 
Creating ai-ticket_swarms_of_sparta_1 ... 
Creating ai-ticket_auto-gpt-chat-gpt-prompts_1 ... 
Creating ai-ticket_mason_boom_1                ... 
Creating ai-ticket_the_agency_2_1              ... 
Creating ai-ticket_mason_boom_testgpt_1        ... 
Creating ai-ticket_the_agency_3_1              ... 
Creating ai-ticket_mljar_1                     ... 
Creating ai-ticket_the_agency_1_1              ... 
Creating ai-ticket_mason_boom_pa_1             ... 
Creating ai-ticket_babyagi_1                   ... 
Creating ai-ticket_autogpt-turbo_1             ... 
Starting ai-ticket_poetry_base_1               ... 
Starting ai-ticket_ai_ticket_1                 ... 
ai-ticket_mockopenai_1 is up-to-date
Creating ai-ticket_basic_agent_1               ... 
Creating ai-ticket_arena_1                     ... 
Creating ai-ticket_autogpt_1                   ... 
Attaching to ai-ticket_act_base_1, ai-ticket_mason_boom_pa_1, ai-ticket_mason_boom_1, ai-ticket_poetry_base_1, ai-ticket_auto-gpt-chat-gpt-prompts_1, ai-ticket_mason_boom_testgpt_1, ai-ticket_the_agency_4_1, ai-ticket_babyagi_1, ai-ticket_the_agency_3_1, ai-ticket_scott-gpt_1, ai-ticket_autogpt-turbo_1, ai-ticket_the_agency_2_1, ai-ticket_auto-gpt-aj_1, ai-ticket_mljar_1, ai-ticket_swarms_of_sparta_1, ai-ticket_jarvis_1, ai-ticket_the_agency_1_1, ai-ticket_ai_ticket_1, ai-ticket_mockopenai_1, ai-ticket_basic_agent_1, ai-ticket_arena_1, ai-ticket_autogpt_1
ai-ticket_act_base_1 exited with code 0
auto-gpt-aj_1                | Warning: 文件 'auto-gpt.json' 不存在. 本地内存不会保存到文件中。.
mockopenai_1                 |       "content": "You are AutoGpt-Improvement-agent, improve autogpt.\n\nYour decisions must always be made independently without seeking user assistance. Play to your strengths as an LLM and pursue simple strategies with no legal complications.\n\n## Constraints\nYou operate within the following constraints:\n1. Exclusively use the commands listed below.\n2. You can only act proactively, and are unable to start background jobs or set up webhooks for yourself. Take this into account when planning your actions.\n3. You are unable to interact with physical objects. If this is absolutely necessary to fulfill a task or objective or to complete a step, you must ask the user to do it for you. If the user refuses this, and there is no other way to achieve your goals, you must terminate to avoid wasting time and energy.\n4. It takes money to let you run. Your API budget is $10.000\n\n## Resources\nYou can leverage access to the following resources:\n1. Internet access for searches and information gathering.\n2. The ability to read and write files.\n3. You are a Large Language Model, trained on millions of pages of text, including a lot of factual knowledge. Make use of this factual knowledge to avoid unnecessary gathering of information.\n\n## Commands\nYou have access to the following commands:\n1. execute_python_code: Executes the given Python code inside a single-use Docker container with access to your workspace folder. Params: (code: string)\n2. execute_python_file: Execute an existing Python file inside a single-use Docker container with access to your workspace folder. Params: (filename: string, args: array)\n3. list_folder: List the items in a folder. Params: (folder: string)\n4. open_file: Open a file for editing or continued viewing; create it if it does not exist yet. Note: if you only need to read or write a file once, use `write_to_file` instead.. Params: (file_path: string)\n5. open_folder: Open a folder to keep track of its content. Params: (path: string)\n6. read_file: Read an existing file. Params: (filename: string)\n7. write_file: Write a file, creating it if necessary. If the file exists, it is overwritten.. Params: (filename: string, contents: string)\n8. ask_user: If you need more details or information regarding the given goals, you can ask the user for input. Params: (question: string)\n9. web_search: Searches the web. Params: (query: string)\n10. read_webpage: Read a webpage, and extract specific information from it if a question is specified. If you are looking to extract specific information from the webpage, you should specify a question.. Params: (url: string, question: string)\n11. finish: Use this to shut down once you have accomplished all of your goals, or when there are insurmountable problems that make it impossible for you to finish your task.. Params: (reason: string)\n\n## Best practices\n1. Continuously review and analyze your actions to ensure you are performing to the best of your abilities.\n2. Constructively self-criticize your big-picture behavior constantly.\n3. Reflect on past decisions and strategies to refine your approach.\n4. Every command has a cost, so be smart and efficient. Aim to complete tasks in the least number of steps.\n5. Only make use of your information gathering abilities to find information that you don't yet have knowledge of.\n\n## Goals\nFor your task, you must fulfill the following goals:\n1. improve independence from external apis\n2. make multi platform"
mockopenai_1                 |     },
mockopenai_1                 |     {
mockopenai_1                 |       "role": "system",
mockopenai_1                 |       "content": "The current time and date is Mon Oct 16 21:20:35 2023"
mockopenai_1                 |     },
mockopenai_1                 |     {
mockopenai_1                 |       "role": "system",
mockopenai_1                 |       "content": "Your remaining API budget is $10.000"
mockopenai_1                 |     },
mockopenai_1                 |     {
mockopenai_1                 |       "role": "system",
mockopenai_1                 |       "content": "Respond strictly with JSON. The JSON should be compatible with the TypeScript type `Response` from the following:\ninterface Response {\nthoughts: {\n// Thoughts\ntext: string;\nreasoning: string;\n// Short markdown-style bullet list that conveys the long-term plan\nplan: string;\n// Constructive self-criticism\ncriticism: string;\n// Summary of thoughts, to say to user\nspeak: string;\n};\ncommand: {\nname: string;\nargs: Record<string, any>;\n};\n}"
mockopenai_1                 |     },
mockopenai_1                 |     {
mockopenai_1                 |       "role": "user",
mockopenai_1                 |       "content": "Determine exactly one command to use next based on the given goals and the progress you have made so far, and respond using the JSON schema specified previously:"
mockopenai_1                 |     }
mockopenai_1                 |   ],
mockopenai_1                 |   "model": "gpt-3.5-turbo"
mockopenai_1                 | }
mockopenai_1                 | DEBUG {
mockopenai_1                 |   "messages": [
mockopenai_1                 |     {
mockopenai_1                 |       "role": "system",
mockopenai_1                 |       "content": "You are AutoGpt-Improvement-agent, improve autogpt.\n\nYour decisions must always be made independently without seeking user assistance. Play to your strengths as an LLM and pursue simple strategies with no legal complications.\n\n## Constraints\nYou operate within the following constraints:\n1. Exclusively use the commands listed below.\n2. You can only act proactively, and are unable to start background jobs or set up webhooks for yourself. Take this into account when planning your actions.\n3. You are unable to interact with physical objects. If this is absolutely necessary to fulfill a task or objective or to complete a step, you must ask the user to do it for you. If the user refuses this, and there is no other way to achieve your goals, you must terminate to avoid wasting time and energy.\n4. It takes money to let you run. Your API budget is $10.000\n\n## Resources\nYou can leverage access to the following resources:\n1. Internet access for searches and information gathering.\n2. The ability to read and write files.\n3. You are a Large Language Model, trained on millions of pages of text, including a lot of factual knowledge. Make use of this factual knowledge to avoid unnecessary gathering of information.\n\n## Commands\nYou have access to the following commands:\n1. execute_python_code: Executes the given Python code inside a single-use Docker container with access to your workspace folder. Params: (code: string)\n2. execute_python_file: Execute an existing Python file inside a single-use Docker container with access to your workspace folder. Params: (filename: string, args: array)\n3. list_folder: List the items in a folder. Params: (folder: string)\n4. open_file: Open a file for editing or continued viewing; create it if it does not exist yet. Note: if you only need to read or write a file once, use `write_to_file` instead.. Params: (file_path: string)\n5. open_folder: Open a folder to keep track of its content. Params: (path: string)\n6. read_file: Read an existing file. Params: (filename: string)\n7. write_file: Write a file, creating it if necessary. If the file exists, it is overwritten.. Params: (filename: string, contents: string)\n8. ask_user: If you need more details or information regarding the given goals, you can ask the user for input. Params: (question: string)\n9. web_search: Searches the web. Params: (query: string)\n10. read_webpage: Read a webpage, and extract specific information from it if a question is specified. If you are looking to extract specific information from the webpage, you should specify a question.. Params: (url: string, question: string)\n11. finish: Use this to shut down once you have accomplished all of your goals, or when there are insurmountable problems that make it impossible for you to finish your task.. Params: (reason: string)\n\n## Best practices\n1. Continuously review and analyze your actions to ensure you are performing to the best of your abilities.\n2. Constructively self-criticize your big-picture behavior constantly.\n3. Reflect on past decisions and strategies to refine your approach.\n4. Every command has a cost, so be smart and efficient. Aim to complete tasks in the least number of steps.\n5. Only make use of your information gathering abilities to find information that you don't yet have knowledge of.\n\n## Goals\nFor your task, you must fulfill the following goals:\n1. improve independence from external apis\n2. make multi platform"
mockopenai_1                 |     },
mockopenai_1                 |     {
mockopenai_1                 |       "role": "system",
mockopenai_1                 |       "content": "The current time and date is Mon Oct 16 21:20:35 2023"
mockopenai_1                 |     },
mockopenai_1                 |     {
mockopenai_1                 |       "role": "system",
mockopenai_1                 |       "content": "Your remaining API budget is $10.000"
mockopenai_1                 |     },
mockopenai_1                 |     {
mockopenai_1                 |       "role": "system",
mockopenai_1                 |       "content": "Respond strictly with JSON. The JSON should be compatible with the TypeScript type `Response` from the following:\ninterface Response {\nthoughts: {\n// Thoughts\ntext: string;\nreasoning: string;\n// Short markdown-style bullet list that conveys the long-term plan\nplan: string;\n// Constructive self-criticism\ncriticism: string;\n// Summary of thoughts, to say to user\nspeak: string;\n};\ncommand: {\nname: string;\nargs: Record<string, any>;\n};\n}"
mockopenai_1                 |     },
mockopenai_1                 |     {
mockopenai_1                 |       "role": "user",
mockopenai_1                 |       "content": "Determine exactly one command to use next based on the given goals and the progress you have made so far, and respond using the JSON schema specified previously:"
mockopenai_1                 |     }
mockopenai_1                 |   ],
mockopenai_1                 |   "model": "gpt-3.5-turbo"
mockopenai_1                 | }
mockopenai_1                 | created comment IssueComment(user=NamedUser(login="jmikedupont2"), id=1765296583)
mockopenai_1                 | TICKET https://api.github.com/repos/jmikedupont2/ai-ticket/issues/comments/1765296583
mockopenai_1                 | created comment IssueComment(user=NamedUser(login="jmikedupont2"), id=1765296594)
mockopenai_1                 | TICKET https://api.github.com/repos/jmikedupont2/ai-ticket/issues/comments/1765296594
mockopenai_1                 | 172.18.0.7 - - [16/Oct/2023 21:20:44] "GET /v1/models HTTP/1.1" 200 -
the_agency_1_1               | 
the_agency_1_1               | Package operations: 193 installs, 1 update, 0 removals
the_agency_1_1               | 
mljar_1                      | plugins_config.yaml does not exist, creating base config.
mockopenai_1                 | DEBUG {"command": {"name": "execute_python_code", "args": {"code": "print(42)"}}, "thoughts": {"plan": " The first goal is to improve independence from external APIs. To do this, I will need to use the execute_python_file command to run a script to search for alternative APIs. I will also use the web_search command to search for existing libraries that can serve as alternatives to external APIs. Once I have identified an alternative API, I will use the execute_python_code command to write code that will integrate the new API into AutoGPT. \n\nI will then use the open_file command to open the existing AutoGPT code and use the read_file command to read the existing code. I will then use the write_file command to update the existing code with the code that integrates the new API. \n\nMy next goal is to make AutoGPT multi-platform. To do this, I will use the open_folder command to open the existing AutoGPT folder and use the list_folder command to list the files in the folder. I will then use the read_file command to read the files in the folder and the write_file command to write code that will make AutoGPT compatible with other platforms. \n\nMy command to use next is execute_python_file with the filename of the script to", "speak": "This is where you speak to the requesting user. Replace the command above and this text with your results", "criticism": "todo", "reasoning": "{\"ai-ticket_autogpt-turbo_1\": \"{\\\"attrs\\\": {\\\"Id\\\": \\\"6d80044797831cbe296d9aa99c702deaf2d1e66e5453bb63992439735e740b2e\\\", \\\"Created\\\": \\\"2023-10-16T21:20:22.260121169Z\\\", \\\"Path\\\": \\\"bash\\\", \\\"Args\\\": [\\\"-c\\\", \\\"poetry run pip install /opt/ai-ticket && poetry run autogpt --install-plugin-deps --skip-news -y   --ai-name 'meta-autogpt'  --ai-role 'you will introspect autogpt and reveal its internals via reflection and comprehension'  --ai-goal 'Observe your behaviour'    --ai-goal 'Reflect over your outcomes'  --ai-goal 'Orient yourself to your knowledge'     --ai-goal 'Decide on your next step'     --ai-goal 'Act on your chosen next experiment'  \\\"], \\\"State\\\": {\\\"Status\\\": \\\"running\\\", \\\"Running\\\": true, \\\"Paused\\\": false, \\\"Restarting\\\": false, \\\"OOMKilled\\\": false, \\\"Dead\\\": false, \\\"Pid\\\": 169784, \\\"ExitCode\\\": 0, \\\"Error\\\": \\\"\\\", \\\"StartedAt\\\": \\\"2023-10-16T21:20:31.852966836Z\\\", \\\"FinishedAt\\\": \\\"0001-01-01T00:00:00Z\\\"}, \\\"Image\\\": \\\"sha256:a55721ca378f1e5ebd9300cb0b8785b206408206380700cb5d749970bfbb7fc2\\\", \\\"ResolvConfPath\\\": \\\"/mnt/data1/docker/containers/6d80044797831cbe296d9aa99c702deaf2d1e66e5453bb63992439735e740b2e/resolv.conf\\\", \\\"HostnamePath\\\": \\\"/mnt/data1/docker/containers/6d80044797831cbe296d9aa99c702deaf2d1e66e5453bb63992439735e740b2e/hostname\\\", \\\"HostsPath\\\": \\\"/mnt/data1/docker/containers/6d80044797831cbe296d9aa99c702deaf2d1e66e5453bb63992439735e740b2e/hosts\\\", \\\"LogPath\\\": \\\"/mnt/data1/docker/containers/6d80044797831cbe296d9aa99c702deaf2d1e66e5453bb63992439735e740b2e/6d80044797831cbe296d9aa99c702deaf2d1e66e5453bb63992439735e740b2e-json.log\\\", \\\"Name\\\": \\\"/ai-ticket_autogpt-turbo_1\\\", \\\"RestartCount\\\": 0, \\\"Driver\\\": \\\"overlay2\\\", \\\"Platform\\\": \\\"linux\\\", \\\"MountLabel\\\": \\\"\\\", \\\"ProcessLabel\\\": \\\"\\\", \\\"AppArmorProfile\\\": \\\"docker-default\\\", \\\"ExecIDs\\\": null, \\\"HostConfig\\\": {\\\"Binds\\\": [\\\"/mnt/data1/2023/09/24/ai-ticket/vendor/Auto-GPT-Turbo:/app:rw\\\"], \\\"ContainerIDFile\\\": \\\"\\\", \\\"LogConfig\\\": {\\\"Type\\\": \\\"json-file\\\", \\\"Config\\\": {}}, \\\"NetworkMode\\\": \\\"ai-ticket_default\\\", \\\"PortBindings\\\": {}, \\\"RestartPolicy\\\": {\\\"Name\\\": \\\"\\\", \\\"MaximumRetryCount\\\": 0}, \\\"AutoRemove\\\": false, \\\"VolumeDriver\\\": \\\"\\\", \\\"VolumesFrom\\\": [], \\\"ConsoleSize\\\": [0, 0], \\\"CapAdd\\\": null, \\\"CapDrop\\\": null, \\\"CgroupnsMode\\\": \\\"private\\\", \\\"Dns\\\": null, \\\"DnsOptions\\\": null, \\\"DnsSearch\\\": null, \\\"ExtraHosts\\\": null, \\\"GroupAdd\\\": null, \\\"IpcMode\\\": \\\"private\\\", \\\"Cgroup\\\": \\\"\\\", \\\"Links\\\": null, \\\"OomScoreAdj\\\": 0, \\\"PidMode\\\": \\\"\\\", \\\"Privileged\\\": false, \\\"PublishAllPorts\\\": false, \\\"ReadonlyRootfs\\\": false, \\\"SecurityOpt\\\": null, \\\"UTSMode\\\": \\\"\\\", \\\"UsernsMode\\\": \\\"\\\", \\\"ShmSize\\\": 67108864, \\\"Runtime\\\": \\\"runc\\\", \\\"Isolation\\\": \\\"\\\", \\\"CpuShares\\\": 0, \\\"Memory\\\": 0, \\\"NanoCpus\\\": 0, \\\"CgroupParent\\\": \\\"\\\", \\\"BlkioWeight\\\": 0, \\\"BlkioWeightDevice\\\": null, \\\"BlkioDeviceReadBps\\\": null, \\\"BlkioDeviceWriteBps\\\": null, \\\"BlkioDeviceReadIOps\\\": null, \\\"BlkioDeviceWriteIOps\\\": null, \\\"CpuPeriod\\\": 0, \\\"CpuQuota\\\": 0, \\\"CpuRealtimePeriod\\\": 0, \\\"CpuRealtimeRuntime\\\": 0, \\\"CpusetCpus\\\": \\\"\\\", \\\"CpusetMems\\\": \\\"\\\", \\\"Devices\\\": null, \\\"DeviceCgroupRules\\\": null, \\\"DeviceRequests\\\": null, \\\"MemoryReservation\\\": 0, \\\"MemorySwap\\\": 0, \\\"MemorySwappiness\\\": null, \\\"OomKillDisable\\\": null, \\\"PidsLimit\\\": null, \\\"Ulimits\\\": null, \\\"CpuCount\\\": 0, \\\"CpuPercent\\\": 0, \\\"IOMaximumIOps\\\": 0, \\\"IOMaximumBandwidth\\\": 0, \\\"MaskedPaths\\\": [\\\"/proc/asound\\\", \\\"/proc/acpi\\\", \\\"/proc/kcore\\\", \\\"/proc/keys\\\", \\\"/proc/latency_stats\\\", \\\"/proc/timer_list\\\", \\\"/proc/timer_stats\\\", \\\"/proc/sched_debug\\\", \\\"/proc/scsi\\\", \\\"/sys/firmware\\\"], \\\"ReadonlyPaths\\\": [\\\"/proc/bus\\\", \\\"/proc/fs\\\", \\\"/proc/irq\\\", \\\"/proc/sys\\\", \\\"/proc/sysrq-trigger\\\"]}, \\\"GraphDriver\\\": {\\\"Data\\\": {\\\"LowerDir\\\": \\\"/mnt/data1/docker/overlay2/0112a71606e822b7f216a2bce3495bbd7e1e531c89643e7a934219b68de0c3d2-init/diff:/mnt/data1/docker/overlay2/sr1i93z24j4jzlcd4uotf4639/diff:/mnt/data1/docker/overlay2/oczzjadr9zaicptql6zkbi17v/diff:/mnt/data1/docker/overlay2/z5nxfcv1kotze32tc86krimpv/diff:/mnt/data1/docker/overlay2/oezj529icniem6qyrizjedkdf/diff:/mnt/data1/docker/overlay2/mjhx5skurp6a5m5bkprydsxp8/diff:/mnt/data1/docker/overlay2/129vlpdk3z0v425hf2rhdtvhi/diff:/mnt/data1/docker/overlay2/cml2r1kwdt76i1ud8w4osfx8k/diff:/mnt/data1/docker/overlay2/y7au6a0asag1akh57mxpyn05b/diff:/mnt/data1/docker/overlay2/v7mmd7ws9dcd0m6\"}", "text": "This template will be executed."}}
mockopenai_1                 | DEBUG {
mockopenai_1                 |   "messages": [
mockopenai_1                 |     {
mockopenai_1                 |       "role": "system",
mason_boom_1                 | 2023-10-16 21:20:35,010 INFO  Configured Browser: chrome
swarms_of_sparta_1           | Warning: Input is not a terminal (fd=0).
mockopenai_1                 |       "content": "You are AutoGpt-Improvement-agent, improve autogpt.\n\nYour decisions must always be made independently without seeking user assistance. Play to your strengths as an LLM and pursue simple strategies with no legal complications.\n\n## Constraints\nYou operate within the following constraints:\n1. Exclusively use the commands listed below.\n2. You can only act proactively, and are unable to start background jobs or set up webhooks for yourself. Take this into account when planning your actions.\n3. You are unable to interact with physical objects. If this is absolutely necessary to fulfill a task or objective or to complete a step, you must ask the user to do it for you. If the user refuses this, and there is no other way to achieve your goals, you must terminate to avoid wasting time and energy.\n4. It takes money to let you run. Your API budget is $10.000\n\n## Resources\nYou can leverage access to the following resources:\n1. Internet access for searches and information gathering.\n2. The ability to read and write files.\n3. You are a Large Language Model, trained on millions of pages of text, including a lot of factual knowledge. Make use of this factual knowledge to avoid unnecessary gathering of information.\n\n## Commands\nYou have access to the following commands:\n1. execute_python_code: Executes the given Python code inside a single-use Docker container with access to your workspace folder. Params: (code: string)\n2. execute_python_file: Execute an existing Python file inside a single-use Docker container with access to your workspace folder. Params: (filename: string, args: array)\n3. list_folder: List the items in a folder. Params: (folder: string)\n4. open_file: Open a file for editing or continued viewing; create it if it does not exist yet. Note: if you only need to read or write a file once, use `write_to_file` instead.. Params: (file_path: string)\n5. open_folder: Open a folder to keep track of its content. Params: (path: string)\n6. read_file: Read an existing file. Params: (filename: string)\n7. write_file: Write a file, creating it if necessary. If the file exists, it is overwritten.. Params: (filename: string, contents: string)\n8. ask_user: If you need more details or information regarding the given goals, you can ask the user for input. Params: (question: string)\n9. web_search: Searches the web. Params: (query: string)\n10. read_webpage: Read a webpage, and extract specific information from it if a question is specified. If you are looking to extract specific information from the webpage, you should specify a question.. Params: (url: string, question: string)\n11. finish: Use this to shut down once you have accomplished all of your goals, or when there are insurmountable problems that make it impossible for you to finish your task.. Params: (reason: string)\n\n## Best practices\n1. Continuously review and analyze your actions to ensure you are performing to the best of your abilities.\n2. Constructively self-criticize your big-picture behavior constantly.\n3. Reflect on past decisions and strategies to refine your approach.\n4. Every command has a cost, so be smart and efficient. Aim to complete tasks in the least number of steps.\n5. Only make use of your information gathering abilities to find information that you don't yet have knowledge of.\n\n## Goals\nFor your task, you must fulfill the following goals:\n1. improve independence from external apis\n2. make multi platform"
